5 
13.575570 12.656892 -1.424328 -2.302774 404.921600
13.844373 12.610620 -1.435429 -1.964423 404.978180
13.996934 12.669785 -1.384147 -1.830788 405.187378
14.060876 12.755087 -1.378407 -2.020230 404.892548
14.095317 12.877163 -1.363435 -2.072163 404.698822
13.975704 12.888503 -1.351579 -1.832351 404.479889
13.713181 12.836812 -1.338311 -1.997729 403.891724
13.834728 12.809576 -1.333899 -2.002055 403.270264
13.744470 12.770656 -1.343199 -2.241165 402.820709
13.982540 12.697198 -1.372424 -1.922313 402.433960
14.064130 12.691656 -1.377368 -1.752657 403.218475
14.035974 12.764489 -1.354782 -1.970408 402.411560
14.037183 12.913648 -1.322078 -2.069336 402.292755
13.985688 12.954960 -1.345922 -1.613702 404.184143
14.054778 12.941310 -1.384624 -1.703977 399.970612
13.915499 13.089429 -1.313017 -1.429557 399.338287
14.590042 13.462692 -1.290192 -1.537785 399.777039
15.501397 14.348173 -1.275527 -1.680045 399.398071
15.630893 15.530425 -1.280694 -1.917952 400.034485
16.435490 17.209114 -1.305744 -1.094125 399.959900
17.712494 18.899221 -1.241273 -0.840588 400.101593
20.475615 22.537483 -1.028871 -0.033867 401.028748
21.289591 23.900606 -0.880854 -0.108455 401.458344
21.673056 24.723030 -0.811716 -0.208644 401.432739
22.013571 25.735470 -0.754327 0.071878 401.266418
22.406721 26.740444 -0.684258 -0.206821 400.961426
23.354475 27.662069 -0.608018 0.005769 401.598053
23.670933 28.595022 -0.597577 -0.063232 402.439911
24.488752 29.459187 -0.546825 0.164685 402.904144
26.052990 30.403269 -0.537382 0.376749 402.657532
26.084076 31.241245 -0.478907 -0.208661 402.161804
25.407419 32.050552 -0.487475 -1.079664 402.070679
25.917599 32.811741 -0.456661 -1.109712 401.736969
25.584444 33.583923 -0.462130 -1.745691 401.345886
25.974791 34.257103 -0.488735 -1.964634 401.397400
26.520786 34.983700 -0.494407 -1.709717 401.537109
27.002375 35.698647 -0.455533 -1.768521 401.779419
27.274006 36.281414 -0.454090 -1.871701 402.130096
27.574127 36.887093 -0.455334 -1.867239 402.244263
27.998489 37.405323 -0.468364 -1.735369 402.304993
28.354273 37.960499 -0.446946 -1.580987 401.577148
28.745594 38.594234 -0.422443 -1.375698 401.379547
28.938086 39.124252 -0.372332 -1.020644 401.620697
29.368256 39.695183 -0.217842 -0.579999 401.607971
29.523222 40.088272 -0.134720 -0.874534 401.440002
29.855333 40.546436 -0.056152 -0.582082 401.764648
30.129225 41.087482 0.000267 -0.684207 401.342194
30.350569 41.598507 0.025237 -1.087737 401.150391
19.258398 15.661542 1.566134 2.686364 404.753540
19.811642 16.246969 2.170275 3.150172 404.712280
20.388081 16.695091 2.697964 3.568422 405.431671
20.953493 17.199474 3.156307 3.933491 403.833344
21.218870 17.413904 3.534220 4.231144 403.751984
21.672144 17.853886 3.897831 4.644952 404.061615
22.195681 18.338902 4.230906 4.819858 404.835937
22.589895 18.820171 4.472077 5.175066 404.513794
22.901890 19.184900 4.714475 5.356162 403.973480
23.215229 19.629429 4.887922 5.416254 404.470306
23.318174 20.010473 4.985874 5.554553 404.894073
23.659571 20.443098 5.233847 5.702001 405.791046
23.874699 20.895632 5.364508 6.041299 405.351288
24.259783 21.229668 5.644787 6.020536 404.719299
24.527647 21.678526 5.750202 6.063140 404.340149
24.703648 22.036882 5.842047 6.130025 403.962708
24.867285 22.384357 5.949764 5.943479 404.314667
24.876379 22.704954 5.955231 5.699940 404.428284
25.071743 22.923828 5.972892 5.972336 404.705383
25.355026 23.164930 5.986964 6.152304 404.469482
25.606110 23.397058 6.100626 6.493153 405.596283
26.065832 23.619698 6.212789 6.984880 405.983337
26.348801 23.866564 6.370875 6.797498 406.429474
26.498251 24.169830 6.414511 7.334262 405.258301
26.886621 24.449360 6.640114 7.986680 405.358978
27.400902 24.740881 6.901367 8.443711 406.052856
27.624243 25.073832 7.128536 8.511954 405.937714
27.927513 25.383675 7.356883 8.441854 406.557678
28.143713 25.699348 7.536479 8.763303 407.422729
28.403315 26.009863 7.708905 8.855179 408.044464
28.529736 26.291622 7.789601 8.394582 406.476532
28.509550 26.559706 7.841031 8.471441 404.846802
28.587954 27.025782 7.930914 8.039124 404.019806
28.582554 27.222395 7.905688 7.817099 401.859192
28.772831 27.530424 8.017409 8.253552 402.943420
28.927013 27.803495 8.142022 8.124750 403.454315
29.180822 28.062431 8.146911 8.581407 403.607025
29.458700 28.244942 8.283753 8.470300 403.884796
29.496002 28.421881 8.278626 8.237697 404.494598
29.467756 28.696188 8.325162 8.265356 404.482758
29.831554 28.886168 8.332571 9.184275 404.215576
30.021677 28.920013 8.403769 9.104254 403.913513
30.093472 29.087891 8.414124 9.175997 404.972198
30.109612 29.109089 8.343649 8.787127 403.998444
29.882023 29.063635 8.299901 8.725779 404.206024
29.661173 29.001448 8.155052 8.315009 404.662018
29.377214 28.905807 8.094806 8.334188 405.266632
29.302498 28.790628 7.956812 8.049198 404.885834
29.040913 28.667633 7.766102 7.768538 404.946625
28.912365 28.524658 7.546869 7.532340 405.690918
28.711937 28.488224 7.383215 7.063675 406.086761
28.579102 28.257980 7.117423 6.542379 406.391937
